smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FCC,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(F)=O,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(C)(C)C,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(Cl)(Cl)C#N,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(F)(F)C#N,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(F)=O,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(=O)N,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
CC1C=CCC2C1C(OC2=O)=O,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoro-n-hexane,0.0,4.665727,-1.215936,0.67987,-0.363028
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoro-n-hexane,0.0,4.665727,-1.215936,0.67987,-0.363028
